eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.99E+11,1994,3,30,,0,,217,United States,1,North America,Ohio,Cincinnati,39.103175,-84.511981,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Cincinnati Herald Newspaper,Building,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,4,5,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,1,2,Other Crime Type,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Unknown,Woman in 70's,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,,,,,,,,,,,,Letter bomb,0,,,1,1,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,5,18,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,ABC Network,President Robert Iger,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,,,,,,,,,,,,Package bomb,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,5,29,,0,,217,United States,1,North America,New York,New York City,40.712784,-74.005941,1,0,,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,1,Business,3,Bank/Commerce,Bilbao Bizkaia Kutxa Bank,Banker Javier Munsuri Barona,185,Spain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.99E+11,1994,5,29,,0,,217,United States,1,North America,California,Riverside,33.953349,-117.396156,1,0,,,1,1,1,1,2,Other Crime Type,0,0,0,1,Assassination,,,,,15,Religious Figures/Institutions,85,Religious Figure,Nation of Islam,Khallid Abdul Muhammad,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol - 9 mm caliber,0,,,3,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,6,8,,0,,217,United States,1,North America,Ohio,Springdale,39.291087,-84.482954,1,0,,"6/8/1994: Two members of the Aryan Republican Army robbed the Society National Bank in Springdale, Ohio, United States.  $11,890 was stolen but the money was attached to a dye pack used by the bank as a security device.  While the robbers were driving away, the dye pack exploded rendering the money useless.",1,0,1,1,2,Other Crime Type,0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,3,Bank/Commerce,Society National Bank,"Society National Bank, Springdale Ohio",217,United States,,,,,,,,,,,,,,,,,Aryan Republican Army,,,,,,"The Aryan Republican Army robbed banks to simultaneously dispose the state of capital and to provide logistical support for their revolutionary war to overthrow the United States  government.  The money from the bank robberies was used to purchase guns, vehicles, and safehouses.  A portion of the money was also donated to various right-wing extremist causes.",0,,,0,2,2,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),11890,Money stolen,0,,,,,,,0,,,,,,,,,"The robbery took place at 9:00 AM and lasted less than one minute.  Pete Langan went inside the bank to steal the money while Richard Guthrie covered the lobby yelling out fake Arabic phrases.  Langan and Guthrie wore fake Richard Nixon and Jimmy Carter masks respectively, imitating the movie Point Break.","United States Court of Appeals for the Sixth Circuit, ""United States of America v. Peter Kevin Langan,"" No. 99-3146, August 30, 2001.","Mark S. Hamm, ""In Bad Company: America's Terrorist Underground,"" Northeastern University Press, 2002.","Mark S. Hamm, ""Terrorism as Crime: From Oklahoma City to Al-Qaeda and Beyond,"" New York University Press, 2007.",Hewitt Project,0,0,0,0,
1.99E+11,1994,7,19,,0,,217,United States,1,North America,Mississippi,Jackson,32.29869,-90.180489,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,10,Journalists & Media,55,Television Journalist/Staff/Facility,ABC TV,President Robert Iger,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,,,,,,,,,,,,Package bomb,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,7,27,,0,,217,United States,1,North America,Washington,Scott Lake,46.919086,-122.939912,1,0,,"7/27/1994: Earth First! members claimed responsibility for setting arson to logging equipment at Dave Littlejohn Logging Company near Olympia, Washington in the United States.  The arson destroyed a log loader.  There were no casualties in the incident.  This incident was one in a  series of two; the second arson occurred four days later at the same logging company, damaging more equipment.  Nine days later, both incidents were claimed in a phone call to the contract logging association, stating that the destruction was ""retaliation by the Earth Firsters to protect the planet Earth from loggers.""",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,Dave Littlejohn Logging Company,"equipment at logging company near Olympia, WA",217,United States,,,,,,,,,,,,,,,,,Earth First!,,,,,,"""to protect planet Earth from loggers""",0,,,0,-99,-99,1,2,Call (post-incident),,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,-99,damage to log loader,0,,,,,,,0,,,,,,,,,"This incident was one of two arsons at the Dave Littlejohn Logging Company, which were 4 days apart, and both claimed by Earth First!","Rob Tucker, ""The In Basket: Loggers worry 'monkey wrenchers' could be headed this way,"" The News Tribune, September 9, 1994.","James L. Outman and Elisabeth M. Outman, ""Terrorism Almanac,"" The Gale Group, Inc., 2003.",,Eco Project 2010,0,0,0,0,
1.99E+11,1994,7,29,,0,,217,United States,1,North America,Florida,Pensacola,30.420845,-87.217239,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,5,Abortion Related,40,Clinics,Ladies Center,Abortion Clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,,0,,,1,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Shotgun,2,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,7,30,,0,,217,United States,1,North America,Virginia,Falls Church,38.88549,-77.173624,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,6,Medical/Pharmaceutical,Unk,Women's clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,,1,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),10000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,7,31,,0,,217,United States,1,North America,Washington,Scott Lake,46.919086,-122.939912,1,0,,"07/31/1994: Earth First! members claimed responsibility for setting arson to logging equipment at Dave Littlejohn Logging Company near Olympia, Washington in the United States.  The arson caused damage to a log skidder, a bulldozer and two fire prevention trucks .  There were no casualties in the incident.  This incident was one in a  series of two; the first arson occurred four days earlier at the same logging company, damaging more equipment.  Nine days later, both incidents were claimed in a phone call to the contract logging association, stating that the destruction was ""retaliation by the Earth Firsters to protect the planet Earth from loggers.""",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,Dave Littlejohn Logging Company,"equipment at logging company near Olympia, WA",217,United States,,,,,,,,,,,,,,,,,Earth First!,,,,,,"""to protect planet Earth from loggers""",0,,,0,-99,-99,1,2,Call (post-incident),,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,-99,"damage to log skidder, a bulldozer and two fire prevention trucks",0,,,,,,,0,,,,,,,,,"This incident was one of two arsons at the Dave Littlejohn Logging Company, which were 4 days apart, and both claimed by Earth First!","Rob Tucker, ""The In Basket: Loggers worry 'monkey wrenchers' could be headed this way,"" The News Tribune, September 9, 1994.","James L. Outman and Elisabeth M. Outman, ""Terrorism Almanac,"" The Gale Group, Inc., 2003.",,Eco Project 2010,0,0,0,0,
1.99E+11,1994,8,9,,0,,217,United States,1,North America,Vermont,St. Albans,44.81302,-73.083034,1,0,Bomb placed on driveway of clinic,"8/9/1994: Helen Virginia Ames placed a bomb outside of the Planned Parenthood of Northern New England in St. Albans, Vermont, United States.  The bomb was discovered by staff at the health care facility before the clinic opened for the day.  The device was safely removed from the scene.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,5,Abortion Related,40,Clinics,Planned Parenthood,"Planned Parenthood of Northern New England clinic in St. Albans, Vermont",217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage the Planned Parenthood operating in New England.,0,,,0,1,1,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Crude bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The Planned Parenthood clinic did not perform abortions.,"""Bomb Found Outside Vermont Clinic,"" Associated Press, August 12, 1984.","""Clinic Bomb Suspect Arrested,"" Christian Science Monitor, August 22, 1994.","""Bomb Found At Vermont Birth-Control Clinic,"" Christian Science Monitor, August 15, 1994.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1994,8,10,,0,,217,United States,1,North America,Minnesota,Brainerd,46.353165,-94.200689,1,0,Fire ignited in the waiting room of the facility.,"8/10/1994: Unknown perpetrators ignited a fire within the Planned Parenthood Brainerd Clinic in Brainerd, Minnesota, United States.  There were no casualties, but the health care facility along with three adjacent businesses were destroyed resulting in $373,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,Planned Parenthood,Planned Parenthood Brainerd Clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Brick thrown through window followed by gasoline poured into the building and ignited with a match,0,0,0,0,0,0,1,3,Minor (likely < $1 million),373000,The building was destroyed and three surrounding businesses were damaged.,0,,,,,,,0,,,,,,,,,"The health care facility did not perform abortions, however it was previously the target of anti-abortion picketers.","Carolyn Pesce, ""Abortion Violence Hits Home/Torching of Clinic Mars 'Peaceful' Town."" USA Today, August 18, 1994.","""Arson Cited in Clinic Fire,"" New York Times, August 13, 1994.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1994,9,5,,0,,217,United States,1,North America,Florida,Miami,25.764367,-80.201529,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Replica Magazine,Building housing magazine offices,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,9,6,,0,,217,United States,1,North America,California,Yuba City,39.14076,-121.619399,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Muslim Religion,Islamic Center/Mosque,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Flammable liquid,0,,,0,,,1,3,Minor (likely < $1 million),900000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,9,12,,0,,217,United States,1,North America,District of Columbia,Washington,38.89037,-77.031959,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),17,Head of State,U.S. Gov,The White House,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,1,1,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,1,,0,0,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,9,21,,0,,217,United States,1,North America,Kansas,Overland Park,38.984895,-94.671684,1,0,,"9/21/1994: Two members of the Aryan Republican Army robbed the Boatman's Bank in Overland Park, Kansas, United States.    $13,000 was stolen.",1,0,1,1,2,Other Crime Type,0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,3,Bank/Commerce,Boatman's Bank,"Boatman's Bank, Overland Park Kansas",217,United States,,,,,,,,,,,,,,,,,Aryan Republican Army,,,,,,"The Aryan Republican Army robbed banks to simultaneously dispose the state of capital and to provide logistical support for their revolutionary war to overthrow the United States  government.  The money from the bank robberies was used to purchase guns, vehicles, and safehouses.  A portion of the money was also donated to various right-wing extremist causes.",0,,,0,2,2,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),13000,Money stolen,0,,,,,,,0,,,,,,,,,,"Mark S. Hamm, ""In Bad Company: America's Terrorist Underground,"" Northeastern University Press, 2002.","Mark S. Hamm, ""Terrorism as Crime: From Oklahoma City to Al-Qaeda and Beyond,"" New York University Press, 2007.",,Hewitt Project,0,0,0,0,
1.99E+11,1994,10,5,,0,,217,United States,1,North America,Wisconsin,Madison,43.07295,-89.386694,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Campaign HQ of Rep. Gov. Tommy Thompson,Campaign HQ,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,14,Time Fuse,,,,,,,,,,,,,Pipe bomb,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.99E+11,1994,10,9,,0,,217,United States,1,North America,California,Redding,40.587515,-122.392934,1,0,,"10/9/1994: In a series of related attacks, Richard Thomas Andrews ignited a fire at the Redding Feminist Woman's Health Center in Redding, California, United States.  There were no casualties, but the abortion clinic sustained $4,000 in damages.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Redding Feminist Woman's Health Center,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb consisting of gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),4000,,0,,,,,,,0,,,,,,,,,This is part of a multiple attack with 199410090011.  The incidents took place around 90 minutes apart.  The fire at the abortion clinic was first reported around 3:30 AM.  Sprinklers recently installed at the health care clinic prevented further damage.,"""Abortion Clinic Fires in Separate Towns Linked to Single Arsonist,"" Ludington Daily News, October 10, 1994.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.","""Abortion Clinic Torching Case,"" Ellensburg Daily Record, June 5, 1997",Anti-Abortion Project 2010,-9,-9,0,-9,"199410090010, 199410090011"
1.99E+11,1994,10,9,,0,,217,United States,1,North America,California,Chico,39.728352,-121.837348,1,0,,"10/9/1994: In a series of related attacks, Richard Thomas Andrews ignited a fire at the Planned Parenthood of Shasta-Diablo clinic in Chico California, United States.  There were no casualties, but the abortion clinic sustained $35,000 in damages.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,Planned Parenthood,Planned Parenthood of Shasta-Diablo clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb consisting of gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),35000,Heavy damage,0,,,,,,,0,,,,,,,,,This is part of a multiple attack with 199410090010.  The incidents took place around 90 minutes apart.  The fire at the abortion clinic was first reported around 4:30 AM.  A witness reported seeing a man in a stocking mask carrying a gasoline container and fleeing from the building just before the fire was started.,"""Abortion Clinic Fires in Separate Towns Linked to Single Arsonist,"" Ludington Daily News, October 10, 1994.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.","""Abortion Clinic Torching Case,"" Ellensburg Daily Record, June 5, 1997",Anti-Abortion Project 2010,-9,-9,0,-9,"199410090011, 199410090010"
1.99E+11,1994,10,11,,0,,217,United States,1,North America,Montana,Kalispell,48.20164,-114.314901,1,0,,"10/11/1994:  Richard Thomas Andrews set two fires within the offices of Dr. James Armstrong in Kalispell, Montana, United States.  There were no casualties, but the office sustained an estimated $75,000 in damages.  Dr. Armstrong was the only physician who performed abortions in the area.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Office of Dr. James Armstrong,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Montana.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Flammable liquid ignited on fire,0,0,0,0,0,0,1,3,Minor (likely < $1 million),75000,The building was partially damaged,0,,,,,,,0,,,,,,,,,The fire was ignited around 3:00 AM.,"""Arson Fire Burns Office of Abortion Doctor,"" Milwaukee Journal, October 11, 1994.","""Sentence Imposed in Abortion Arson,"" United Press International, April 28, 1998.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1994,10,15,,0,,217,United States,1,North America,Maine,Strong,44.815869,-70.218229,1,0,The incident occurred off Foster Hill Road in Freeman Township in Franklin County.,"10/15/1994: Unknown perpetrators torched a skidder belonging to lumberman, David Boynton, off of Foster Hill Road in Franklin County, Maine in the United States. There were no casualties in the incident, but the skidder, which was destroyed in the arson, was valued at $25,000.  Before the skidder had been deliberately set on fire, the filters were removed and strewn around the area.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12,Construction,"David Boynton, independent contractor","skidder belonging to David Boynton, independent contractor",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),25000,destroyed skidder,0,,,,,,,0,,,,,,,,,,"Laura Dunham, ""Loggers set reward for catching vandals,"" Sun Journal, October 22, 1994.","Laura Dunham, ""Reward doubled for tip on logging vandalism acts,"" Sun Journal, October 27, 1994.",,Eco Project 2010,-9,-9,0,-9,
1.99E+11,1994,10,16,,0,,217,United States,1,North America,Texas,Lubbock,33.577858,-101.854814,1,0,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Melvin Johnson, an African American, to their car in Lubbock, Texas, United States and shot him.  Melvin Johnson died from his wounds.  The perpetrators hoped to incite a race war.",1,1,1,1,2,Other Crime Type,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,African American in Lubbock Texas,217,United States,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,The perpetrators believed that life would be better without Black people.  They hoped that their actions would initiate a race war that would incite others to kill Black people.,0,,,0,3,3,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sawed off shotgun,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This is part of a multiple attack with 199410160012 and 199410160013.  All three incidents took place within a 20-25 minute period.  Roy Ray Martin, a skinhead, was a member of the South Bay Nazi Youth gang.  Coded as Doubt Terrorism Proper because there were some reports that the perpetrators might have been drunk and/or on drugs at the time of the incident.","""3 Accused of Race-War Shootings Face Trial,"" New York Times, November 6, 1995.","Jean Pagel, ""Lubbock Men Face Trial In Shooting of Black Pedestrians; Trio Tried to Start a Racial War By Firing on Blacks During Late-Night Rampage Last October, Federal Prosecutors Charge,"" Austin American-Statesman, November 6, 1995.","Jean Pagel, ""Gang Factor Raised in Murder of 3 Black Men,"" Austin American-Statesman, April 7, 1996.",Hewitt Project,-9,-9,0,-9,"199410160011, 199410160012, 199410160013"
1.99E+11,1994,10,16,,0,,217,United States,1,North America,Texas,Lubbock,33.577858,-101.854814,1,0,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Autry Morgan Vaughn Jr., an African American, to their car in Lubbock, Texas, United States and shot him.  Autry Morgan Vaughn Jr. was wounded in the jaw but survived.  The perpetrators hoped to incite a race war.",1,1,1,1,2,Other Crime Type,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,African American in Lubbock Texas,217,United States,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,The perpetrators believed that life would be better without Black people.  They hoped that their actions would initiate a race war that would incite others to kill Black people.,0,,,0,3,3,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sawed off shotgun,0,0,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"This is part of a multiple attack with 199410160011 and 199410160013.  All three incidents took place within a 20-25 minute period.  Roy Ray Martin, a skinhead, was a member of the South Bay Nazi Youth gang.  Coded as Doubt Terrorism Proper because there were some reports that the perpetrators might have been drunk and/or on drugs at the time of the incident.","""3 Accused of Race-War Shootings Face Trial,"" New York Times, November 6, 1995.","Jean Pagel, ""Lubbock Men Face Trial In Shooting of Black Pedestrians; Trio Tried to Start a Racial War By Firing on Blacks During Late-Night Rampage Last October, Federal Prosecutors Charge,"" Austin American-Statesman, November 6, 1995.","Jean Pagel, ""Gang Factor Raised in Murder of 3 Black Men,"" Austin American-Statesman, April 7, 1996.",Hewitt Project,-9,-9,0,-9,"199410160012, 199410160011, 199410160013"
1.99E+11,1994,10,16,,0,,217,United States,1,North America,Texas,Lubbock,33.577858,-101.854814,1,0,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Triellis Lee Stewart, an African American, to their car in Lubbock, Texas, United States and shot him.  Triellis Lee Stewart was shot in the hand and had a finger amputated.  The perpetrators hoped to incite a race war.",1,1,1,1,2,Other Crime Type,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,African American in Lubbock Texas,217,United States,,,,,,,,,,,,,,,,,Neo-Nazi extremists,,,,,,The perpetrators believed that life would be better without Black people.  They hoped that their actions would initiate a race war that would incite others to kill Black people.,0,,,0,3,3,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Sawed off shotgun,0,0,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"This is part of a multiple attack with 199410160011 and 199410160012.  All three incidents took place within a 20-25 minute period.  Roy Ray Martin, a skinhead, was a member of the South Bay Nazi Youth gang.  Coded as Doubt Terrorism Proper because there were some reports that the perpetrators might have been drunk and/or on drugs at the time of the incident.","""3 Accused of Race-War Shootings Face Trial,"" New York Times, November 6, 1995.","Jean Pagel, ""Lubbock Men Face Trial In Shooting of Black Pedestrians; Trio Tried to Start a Racial War By Firing on Blacks During Late-Night Rampage Last October, Federal Prosecutors Charge,"" Austin American-Statesman, November 6, 1995.","Jean Pagel, ""Gang Factor Raised in Murder of 3 Black Men,"" Austin American-Statesman, April 7, 1996.",Hewitt Project,-9,-9,0,-9,"199410160013, 199410160011, 199410160012"
1.99E+11,1994,10,17,,0,,217,United States,1,North America,California,San Jose,37.338475,-121.885794,1,0,Incendiary device thrown through second floor window,"10/17/1994: Unknown perpetrators threw a Molotov cocktail into the Women's Community Clinic in San Jose, California, United States.  The firebomb did not ignite but the abortion clinic still sustained $500 in damages.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Women's Community Clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,"Joanne Jacobs, ""Righteousness and Fear for an Abortion, Run the Gantlet (sic),"" San Jose Mercury News, November 10, 1994.","""Feds Seeking Info on Arson at Abortion Clinics,"" Salt Lake Tribune, March 3, 1995.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
